Isolate,Collection_date,Geo_origin,Muts_counts,Gene
ISL_436860,2020-03-24,USA,1,N
ISL_436896,2020-05-02,USA,1,N
ISL_437078,2020-04-07,USA,1,N
ISL_437120,2020-03-18,USA,1,N
ISL_437392,2020-04-13,USA,1,N
ISL_437398,2020-03-28,USA,1,N
ISL_437815,2020-04-01,USA,1,N
ISL_437834,2020-04-02,USA,1,N
ISL_437866,2020-04-02,USA,5,N
ISL_438247,2020-03-17,USA,4,N
ISL_438281,2020-03-29,UK,1,N
ISL_438312,2020-03-29,UK,1,N
ISL_438437,2020-03-29,UK,1,N
ISL_438443,2020-03-30,UK,1,N
ISL_438467,2020-03-29,UK,1,N
ISL_438479,2020-03-30,UK,4,N
ISL_438540,2020-03-31,UK,1,N
ISL_438576,2020-04-20,UK,4,N
ISL_438614,2020-04-21,UK,4,N
ISL_438633,2020-04-21,UK,4,N
ISL_438652,2020-04-23,UK,1,N
ISL_438876,2020-04-10,UK,1,N
ISL_438993,2020-03-20,UK,1,N
ISL_439045,2020-03-21,UK,1,N
ISL_439049,2020-03-21,UK,1,N
ISL_439095,2020-03-26,UK,3,N
ISL_439167,2020-04-20,UK,1,N
ISL_439174,2020-04-21,UK,2,N
ISL_439198,2020-04-22,UK,2,N
ISL_439248,2020-04-25,UK,2,N
ISL_439279,2020-04-13,UK,2,N
ISL_439286,2020-04-14,UK,1,N
ISL_439289,2020-04-27,UK,1,N
ISL_439468,2020-03-31,UK,4,N
ISL_439497,2020-03-31,UK,1,N
ISL_439501,2020-03-31,UK,4,N
ISL_439578,2020-03-31,UK,4,N
ISL_439594,2020-03-22,UK,1,N
ISL_439602,2020-03-29,UK,4,N
ISL_439658,2020-03-24,UK,1,N
ISL_439760,2020-04-09,UK,1,N
ISL_439848,2020-04-17,UK,1,N
ISL_439869,2020-03-29,UK,4,N
ISL_439884,2020-03-24,UK,1,N
ISL_439890,2020-03-21,UK,1,N
ISL_439918,2020-03-28,UK,4,N
ISL_439941,2020-03-22,UK,1,N
ISL_439963,2020-03-22,UK,1,N
ISL_439965,2020-03-21,UK,1,N
ISL_439990,2020-03-22,UK,4,N
ISL_439999,2020-03-22,UK,4,N
ISL_440018,2020-03-22,UK,1,N
ISL_440064,2020-03-22,UK,4,N
ISL_440130,2020-03-30,UK,1,N
ISL_440181,2020-03-20,UK,1,N
ISL_440331,2020-03-19,UK,1,N
ISL_440346,2020-03-20,UK,1,N
ISL_440483,2020-02-28,UK,1,N
ISL_440486,2020-02-27,UK,1,N
ISL_440514,2020-02-28,UK,1,N
ISL_440518,2020-03-04,UK,1,N
ISL_440627,2020-04-03,UK,4,N
ISL_440629,2020-04-04,UK,1,N
ISL_440644,2020-04-04,UK,1,N
ISL_440696,2020-04-01,UK,4,N
ISL_440726,2020-04-03,UK,1,N
ISL_440744,2020-04-02,UK,1,N
ISL_440759,2020-04-03,UK,4,N
ISL_441272,2020-04-02,UK,1,N
ISL_441299,2020-04-02,UK,4,N
ISL_441317,2020-04-02,UK,1,N
ISL_441325,2020-04-01,UK,1,N
ISL_441394,2020-03-10,UK,1,N
ISL_441486,2020-04-11,UK,1,N
ISL_441517,2020-04-22,UK,5,N
ISL_441631,2020-04-03,UK,4,N
ISL_441663,2020-03-30,UK,1,N
ISL_441770,2020-03-26,UK,1,N
ISL_441904,2020-04-11,UK,5,N
ISL_441937,2020-03-25,UK,1,N
ISL_441988,2020-04-10,UK,1,N
ISL_442123,2020-04-06,UK,1,N
ISL_442165,2020-04-04,UK,4,N
ISL_442289,2020-04-06,UK,1,N
ISL_442449,2020-03-24,UK,1,N
ISL_442482,2020-03-26,UK,4,N
ISL_442549,2020-04-10,UK,4,N
ISL_442923,2020-04-07,UK,1,N
ISL_443031,2020-04-10,UK,1,N
ISL_443069,2020-04-10,UK,1,N
ISL_443256,2020-04-03,USA,1,N
ISL_443685,2020-04-14,UK,1,N
ISL_443772,2020-03-26,UK,4,N
ISL_443814,2020-03-25,UK,4,N
ISL_443851,2020-03-30,UK,1,N
ISL_443855,2020-03-31,UK,1,N
ISL_443900,2020-03-26,UK,4,N
ISL_443911,2020-03-26,UK,4,N
ISL_443932,2020-03-26,UK,1,N
ISL_444025,2020-05-01,USA,1,N
ISL_444053,2020-04-27,USA,1,N
ISL_444437,2020-04-18,UK,1,N
ISL_444528,2020-03-16,USA,4,N
ISL_444556,2020-03-18,USA,1,N
ISL_444594,2020-03-20,USA,1,N
ISL_444617,2020-03-30,USA,1,N
ISL_444666,2020-03-30,USA,2,N
ISL_444746,2020-04-02,USA,1,N
ISL_444754,2020-04-02,USA,1,N
ISL_444770,2020-04-10,USA,1,N
ISL_444994,2020-03-11,USA,1,N
ISL_445109,2020-03-12,USA,2,N
ISL_445642,2020-04-06,UK,1,N
ISL_445772,2020-04-09,UK,2,N
ISL_445781,2020-04-08,UK,1,N
ISL_445819,2020-03-29,UK,2,N
ISL_445885,2020-03-31,UK,2,N
ISL_445999,2020-04-04,UK,4,N
ISL_446049,2020-04-10,UK,4,N
ISL_446355,2020-04-09,UK,1,N
ISL_446437,2020-04-12,UK,4,N
ISL_446440,2020-04-12,UK,4,N
ISL_446514,2020-04-11,UK,1,N
ISL_446624,2020-04-09,UK,4,N
ISL_446701,2020-04-14,UK,2,N
ISL_446859,2020-04-16,UK,4,N
ISL_446866,2020-04-20,UK,1,N
ISL_446994,2020-04-19,UK,4,N
ISL_447111,2020-03-12,USA,1,N
ISL_447166,2020-03-19,USA,1,N
ISL_447900,2020-02-21,USA,1,N
ISL_447965,2020-04-29,UK,4,N
ISL_448013,2020-05-02,UK,1,N
ISL_448036,2020-05-02,UK,1,N
ISL_448049,2020-05-06,UK,4,N
ISL_448107,2020-05-07,UK,4,N
ISL_448329,2020-04-23,UK,4,N
ISL_448349,2020-04-30,UK,4,N
ISL_448454,2020-04-07,UK,5,N
ISL_448949,2020-03-24,UK,1,N
ISL_449063,2020-05-04,UK,1,N
ISL_449298,2020-04-24,UK,1,N
ISL_449322,2020-05-09,UK,2,N
ISL_449676,2020-04-15,UK,1,N
ISL_449872,2020-04-10,USA,1,N
ISL_449910,2020-04-13,USA,4,N
ISL_449919,2020-04-12,USA,1,N
ISL_449958,2020-04-14,USA,4,N
ISL_449979,2020-04-15,USA,1,N
ISL_449995,2020-04-16,USA,1,N
ISL_450176,2020-04-06,USA,1,N
ISL_450543,2020-03-30,USA,1,N
ISL_450700,2020-03-16,USA,1,N
ISL_452276,2020-04-30,USA,1,N
ISL_452286,2020-03-15,USA,1,N
ISL_452303,2020-03-18,USA,1,N
ISL_452806,2020-04-05,USA,1,N
ISL_452859,2020-05-07,UK,1,N
ISL_452884,2020-05-06,UK,4,N
ISL_452913,2020-05-07,UK,2,N
ISL_453086,2020-04-20,UK,4,N
ISL_453184,2020-03-30,UK,1,N
ISL_453542,2020-04-22,UK,1,N
ISL_453588,2020-04-27,UK,1,N
ISL_453592,2020-04-26,UK,5,N
ISL_453615,2020-05-04,UK,4,N
ISL_453632,2020-05-02,UK,4,N
ISL_453650,2020-05-12,UK,4,N
ISL_453733,2020-04-22,UK,5,N
ISL_453760,2020-04-22,UK,1,N
ISL_454364,2020-03-30,USA,1,N
ISL_454368,2020-03-31,USA,1,N
ISL_454380,2020-04-01,USA,4,N
ISL_454618,2020-04-26,USA,1,N
ISL_454673,2020-04-12,USA,1,N
ISL_455359,2020-04-23,USA,1,N
ISL_455575,2020-05-19,USA,1,N
ISL_455582,2020-05-26,USA,1,N
ISL_456012,2020-03-25,USA,1,N
ISL_456013,2020-03-27,USA,1,N
ISL_456055,2020-03-27,USA,1,N
ISL_456716,2020-05-19,UK,4,N
ISL_456792,2020-05-02,UK,1,N
ISL_456986,2020-05-19,UK,2,N
ISL_456997,2020-05-19,UK,4,N
ISL_457004,2020-05-23,UK,2,N
ISL_457011,2020-03-30,UK,1,N
ISL_457123,2020-04-10,UK,4,N
ISL_457324,2020-05-13,UK,5,N
ISL_457336,2020-05-14,UK,1,N
ISL_457345,2020-05-12,UK,2,N
ISL_457369,2020-05-11,UK,1,N
ISL_457448,2020-05-01,UK,4,N
ISL_457454,2020-05-08,UK,4,N
ISL_457463,2020-05-08,UK,4,N
ISL_457485,2020-05-05,UK,4,N
ISL_457489,2020-05-06,UK,1,N
ISL_457508,2020-05-07,UK,4,N
ISL_457536,2020-05-10,UK,4,N
ISL_457609,2020-05-02,UK,5,N
ISL_457626,2020-04-15,UK,5,N
ISL_457634,2020-04-24,UK,5,N
ISL_458262,2020-04-01,USA,1,N
ISL_458280,2020-04-21,USA,4,N
ISL_458291,2020-04-15,USA,2,N
ISL_458395,2020-04-16,UK,2,N
ISL_458445,2020-04-29,UK,4,N
ISL_458476,2020-04-29,UK,4,N
ISL_458718,2020-03-30,UK,4,N
ISL_458787,2020-04-19,UK,4,N
ISL_458979,2020-04-08,UK,5,N
ISL_459178,2020-05-06,UK,1,N
ISL_459231,2020-05-06,UK,4,N
ISL_459249,2020-05-01,UK,4,N
ISL_459276,2020-05-01,UK,4,N
ISL_459309,2020-04-30,UK,4,N
ISL_459513,2020-03-22,UK,1,N
ISL_459575,2020-03-25,UK,1,N
ISL_459628,2020-03-26,UK,1,N
ISL_459718,2020-03-25,UK,4,N
ISL_459959,2020-03-04,UK,1,N
ISL_459960,2020-02-03,UK,1,N
ISL_459995,2020-05-07,USA,1,N
ISL_460139,2020-04-02,USA,1,N
ISL_460194,2020-03-28,USA,1,N
ISL_460217,2020-04-03,USA,1,N
ISL_460244,2020-04-04,USA,1,N
ISL_460290,2020-03-26,USA,1,N
ISL_460292,2020-03-25,USA,1,N
ISL_460351,2020-04-04,USA,1,N
ISL_460367,2020-03-26,USA,1,N
ISL_460472,2020-03-11,USA,1,N
ISL_460569,2020-05-14,USA,1,N
ISL_460598,2020-03-24,USA,1,N
ISL_461415,2020-04-05,USA,1,N
ISL_461453,2020-05-29,USA,1,N
ISL_461759,2020-05-25,UK,2,N
ISL_461762,2020-04-03,UK,1,N
ISL_461839,2020-04-29,UK,1,N
ISL_461927,2020-05-21,UK,4,N
ISL_461932,2020-05-21,UK,4,N
ISL_462049,2020-04-19,UK,4,N
ISL_462690,2020-04-30,USA,1,N
ISL_462880,2020-05-07,USA,2,N
ISL_462897,2020-05-14,USA,2,N
ISL_463168,2020-04-01,USA,1,N
ISL_463293,2020-04-08,USA,1,N
ISL_463356,2020-04-24,USA,2,N
ISL_463374,2020-04-17,USA,1,N
ISL_463385,2020-04-24,USA,1,N
ISL_463396,2020-04-27,USA,3,N
ISL_463435,2020-04-27,USA,1,N
ISL_463480,2020-04-28,USA,1,N
ISL_463599,2020-05-04,USA,1,N
ISL_463601,2020-05-04,USA,1,N
ISL_463626,2020-05-04,USA,1,N
ISL_463703,2020-05-07,USA,1,N
ISL_464168,2020-02-09,UK,1,N
ISL_464169,2020-02-13,UK,1,N
ISL_464170,2020-02-13,UK,1,N
ISL_464171,2020-02-14,UK,1,N
ISL_464172,2020-02-14,UK,1,N
ISL_464173,2020-02-15,UK,1,N
ISL_464174,2020-02-15,UK,1,N
ISL_464175,2020-02-16,UK,1,N
ISL_464176,2020-02-16,UK,1,N
ISL_464177,2020-02-16,UK,1,N
ISL_464178,2020-02-18,UK,1,N
ISL_464179,2020-02-19,UK,1,N
ISL_464180,2020-02-20,UK,1,N
ISL_464181,2020-02-24,UK,1,N
ISL_464182,2020-02-24,UK,1,N
ISL_464183,2020-02-24,UK,1,N
ISL_464184,2020-02-25,UK,4,N
ISL_464185,2020-02-25,UK,1,N
ISL_464186,2020-02-25,UK,1,N
ISL_464187,2020-02-26,UK,1,N
ISL_464188,2020-02-26,UK,1,N
ISL_464189,2020-02-27,UK,2,N
ISL_464190,2020-02-27,UK,1,N
ISL_464191,2020-02-26,UK,1,N
ISL_464192,2020-02-27,UK,1,N
ISL_464193,2020-02-27,UK,1,N
ISL_464194,2020-02-27,UK,1,N
ISL_464195,2020-02-26,UK,1,N
ISL_464196,2020-02-27,UK,4,N
ISL_464197,2020-02-27,UK,1,N
ISL_464198,2020-02-28,UK,4,N
ISL_464199,2020-02-28,UK,2,N
ISL_464200,2020-02-27,UK,1,N
ISL_464201,2020-02-28,UK,1,N
ISL_464202,2020-02-29,UK,1,N
ISL_464203,2020-02-29,UK,4,N
ISL_464204,2020-02-26,UK,1,N
ISL_464205,2020-02-28,UK,1,N
ISL_464206,2020-02-28,UK,1,N
ISL_464207,2020-02-28,UK,4,N
ISL_464208,2020-02-27,UK,1,N
ISL_464209,2020-02-27,UK,1,N
ISL_464210,2020-02-29,UK,2,N
ISL_464211,2020-02-29,UK,2,N
ISL_464212,2020-02-29,UK,2,N
ISL_464214,2020-02-29,UK,4,N
ISL_464215,2020-02-29,UK,1,N
ISL_464216,2020-02-29,UK,1,N
ISL_464217,2020-02-29,UK,1,N
ISL_464218,2020-02-29,UK,1,N
ISL_464219,2020-02-28,UK,1,N
ISL_464221,2020-02-28,UK,1,N
ISL_464223,2020-02-28,UK,2,N
ISL_464224,2020-02-28,UK,1,N
ISL_464226,2020-02-27,UK,1,N
ISL_464228,2020-02-28,UK,2,N
ISL_464229,2020-02-27,UK,4,N
ISL_464247,2020-02-29,UK,2,N
ISL_464251,2020-02-28,UK,1,N
ISL_464252,2020-02-28,UK,1,N
ISL_464253,2020-02-28,UK,1,N
ISL_464259,2020-02-29,UK,1,N
ISL_464302,2020-02-03,UK,1,N
ISL_464303,2020-02-03,UK,1,N
ISL_464304,2020-02-03,UK,1,N
ISL_464411,2020-02-27,UK,1,N
ISL_464412,2020-02-29,UK,4,N
ISL_464435,2020-03-04,UK,1,N
ISL_464500,2020-03-04,UK,1,N
ISL_464545,2020-03-05,UK,1,N
ISL_464589,2020-03-07,UK,1,N
ISL_464675,2020-03-09,UK,1,N
ISL_464752,2020-03-09,UK,1,N
ISL_464765,2020-03-09,UK,1,N
ISL_464784,2020-03-11,UK,4,N
ISL_464967,2020-03-12,UK,1,N
ISL_464968,2020-03-12,UK,1,N
ISL_464998,2020-03-13,UK,1,N
ISL_465013,2020-03-13,UK,1,N
ISL_465116,2020-03-15,UK,2,N
ISL_465117,2020-03-15,UK,2,N
ISL_465144,2020-03-12,UK,1,N
ISL_465158,2020-03-15,UK,1,N
ISL_465255,2020-04-19,UK,5,N
ISL_465283,2020-04-20,UK,1,N
ISL_465290,2020-04-09,UK,4,N
ISL_465534,2020-05-01,UK,4,N
ISL_465580,2020-05-02,UK,1,N
ISL_465629,2020-05-03,UK,1,N
ISL_466005,2020-03-27,UK,4,N
ISL_466029,2020-03-31,UK,4,N
ISL_466090,2020-04-03,UK,4,N
ISL_466139,2020-03-31,UK,2,N
ISL_466143,2020-03-31,UK,4,N
ISL_466174,2020-04-03,UK,1,N
ISL_466530,2020-04-14,UK,4,N
ISL_466561,2020-04-14,UK,1,N
ISL_466567,2020-04-16,UK,4,N
ISL_466615,2020-02-16,UK,4,N
ISL_466676,2020-05-04,USA,1,N
ISL_467395,2020-04-26,USA,1,N
ISL_467586,2020-04-04,USA,1,N
ISL_467630,2020-04-01,USA,1,N
ISL_467849,2020-03-13,USA,2,N
ISL_467877,2020-03-15,USA,1,N
ISL_467908,2020-03-14,USA,1,N
ISL_468097,2020-04-24,USA,1,N
ISL_468116,2020-05-02,USA,1,N
ISL_468120,2020-05-13,USA,1,N
ISL_468125,2020-05-11,USA,1,N
ISL_468413,2020-03-30,USA,1,N
ISL_468426,2020-04-28,USA,1,N
ISL_468428,2020-04-29,USA,1,N
ISL_468477,2020-04-30,USA,1,N
ISL_468487,2020-04-23,USA,4,N
ISL_468496,2020-03-29,USA,1,N
ISL_468511,2020-03-21,USA,1,N
ISL_468525,2020-03-27,USA,1,N
ISL_468638,2020-04-02,USA,1,N
ISL_468715,2020-04-06,USA,1,N
ISL_469343,2020-05-15,UK,4,N
ISL_469368,2020-05-08,UK,4,N
ISL_469382,2020-05-09,UK,4,N
ISL_469406,2020-05-18,UK,5,N
ISL_469434,2020-05-11,UK,5,N
ISL_469470,2020-05-14,UK,5,N
ISL_469489,2020-05-03,UK,4,N
ISL_469511,2020-05-13,UK,1,N
ISL_469523,2020-05-12,UK,5,N
ISL_469775,2020-04-15,UK,4,N
ISL_469896,2020-05-11,UK,4,N
ISL_469936,2020-03-30,UK,1,N
ISL_470023,2020-04-13,UK,1,N
ISL_470032,2020-04-11,UK,4,N
ISL_470131,2020-04-20,UK,4,N
ISL_470138,2020-04-21,UK,1,N
ISL_470176,2020-04-18,UK,4,N
ISL_470188,2020-04-17,UK,4,N
ISL_470319,2020-04-20,UK,4,N
ISL_470337,2020-04-20,UK,4,N
ISL_470442,2020-04-10,UK,4,N
ISL_470455,2020-04-09,UK,1,N
ISL_470703,2020-04-13,USA,1,N
ISL_470750,2020-06-03,USA,1,N
ISL_470772,2020-06-03,USA,1,N
ISL_470789,2020-06-03,USA,1,N
ISL_471188,2020-04-10,USA,1,N
ISL_471243,2020-04-03,USA,1,N
ISL_471253,2020-03-20,USA,1,N
ISL_471709,2020-05-16,USA,1,N
ISL_471721,2020-04-27,USA,1,N
ISL_471737,2020-04-27,USA,1,N
ISL_471854,2020-04-17,USA,1,N
ISL_471869,2020-04-29,USA,1,N
ISL_471907,2020-05-18,USA,1,N
ISL_471964,2020-03-29,UK,2,N
ISL_471990,2020-05-04,UK,4,N
ISL_472031,2020-06-04,UK,2,N
ISL_472312,2020-05-04,UK,4,N
ISL_472313,2020-05-05,UK,4,N
ISL_472419,2020-05-04,UK,1,N
ISL_472498,2020-05-07,UK,4,N
ISL_472513,2020-05-04,UK,1,N
ISL_472576,2020-05-05,UK,2,N
ISL_472634,2020-05-06,UK,2,N
ISL_472748,2020-05-15,UK,1,N
ISL_472775,2020-05-14,UK,4,N
ISL_472782,2020-05-14,UK,4,N
ISL_472801,2020-05-11,UK,4,N
ISL_472912,2020-05-19,UK,4,N
ISL_472915,2020-05-23,UK,5,N
ISL_472916,2020-05-18,UK,4,N
ISL_473029,2020-05-14,UK,4,N
ISL_473035,2020-05-24,UK,4,N
ISL_473092,2020-05-13,UK,2,N
ISL_473103,2020-06-04,UK,4,N
ISL_473120,2020-05-28,UK,4,N
ISL_473127,2020-05-31,UK,1,N
ISL_473143,2020-05-20,UK,4,N
ISL_473278,2020-06-03,UK,4,N
ISL_473310,2020-05-05,UK,1,N
ISL_473312,2020-05-05,UK,4,N
ISL_473313,2020-05-04,UK,1,N
ISL_473345,2020-05-17,UK,5,N
ISL_473354,2020-05-16,UK,5,N
ISL_473443,2020-06-05,UK,4,N
ISL_473472,2020-06-02,UK,5,N
ISL_473507,2020-06-12,UK,5,N
ISL_473621,2020-04-21,UK,1,N
ISL_473700,2020-05-16,UK,1,N
ISL_473724,2020-05-19,UK,2,N
ISL_473751,2020-05-22,UK,1,N
ISL_473761,2020-05-25,UK,2,N
ISL_473779,2020-04-03,UK,2,N
ISL_473851,2020-04-08,UK,4,N
ISL_473885,2020-05-14,UK,1,N
ISL_473907,2020-05-18,UK,2,N
ISL_473953,2020-05-13,UK,1,N
ISL_473971,2020-05-10,UK,1,N
ISL_474006,2020-05-08,UK,4,N
ISL_474029,2020-05-07,UK,1,N
ISL_474036,2020-05-12,UK,1,N
ISL_474077,2020-05-06,UK,4,N
ISL_474157,2020-05-08,UK,4,N
ISL_474218,2020-05-07,UK,4,N
ISL_474316,2020-04-04,UK,1,N
ISL_474331,2020-04-15,UK,4,N
ISL_474367,2020-04-14,UK,2,N
ISL_474381,2020-04-15,UK,2,N
ISL_474515,2020-04-24,UK,1,N
ISL_474575,2020-04-27,UK,4,N
ISL_474577,2020-04-28,UK,4,N
ISL_474728,2020-04-28,UK,4,N
ISL_475219,2020-05-05,USA,1,N
ISL_475335,2020-04-22,UK,4,N
ISL_475390,2020-05-28,UK,5,N
ISL_475400,2020-03-20,UK,1,N
ISL_475410,2020-04-27,UK,1,N
ISL_475431,2020-05-06,UK,5,N
ISL_475488,2020-05-12,UK,5,N
ISL_475507,2020-05-23,UK,4,N
ISL_475667,2020-04-07,USA,2,N
ISL_475669,2020-04-01,USA,2,N
ISL_475743,2020-05-12,USA,1,N
ISL_476021,2020-06-19,USA,1,N
ISL_476027,2020-05-21,USA,1,N
ISL_476064,2020-05-28,USA,1,N
ISL_476748,2020-05-03,USA,1,N
ISL_477281,2020-05-05,USA,2,N
ISL_477686,2020-03-18,USA,1,N
ISL_477743,2020-06-01,UK,4,N
ISL_477773,2020-04-28,UK,5,N
ISL_477806,2020-06-18,UK,5,N
ISL_477885,2020-04-12,UK,4,N
ISL_477983,2020-04-16,UK,1,N
ISL_478037,2020-04-20,UK,2,N
ISL_478078,2020-05-18,UK,1,N
ISL_478079,2020-05-24,UK,1,N
ISL_478104,2020-05-28,UK,1,N
ISL_478107,2020-05-27,UK,5,N
ISL_478117,2020-05-31,UK,1,N
ISL_478129,2020-05-19,UK,2,N
ISL_478132,2020-05-20,UK,2,N
ISL_478149,2020-05-19,UK,2,N
ISL_478190,2020-05-11,UK,1,N
ISL_478199,2020-05-08,UK,3,N
ISL_478217,2020-05-12,UK,3,N
ISL_478320,2020-06-03,UK,4,N
ISL_478335,2020-06-08,UK,4,N
ISL_478349,2020-06-16,UK,4,N
ISL_478377,2020-06-04,UK,4,N
ISL_478404,2020-04-06,UK,4,N
ISL_478617,2020-03-29,UK,1,N
ISL_478789,2020-04-15,UK,4,N
ISL_478855,2020-04-18,UK,4,N
ISL_478876,2020-04-26,UK,4,N
ISL_478920,2020-04-21,UK,4,N
ISL_478921,2020-04-21,UK,4,N
ISL_479042,2020-04-25,UK,1,N
ISL_479052,2020-04-16,UK,1,N
ISL_479160,2020-04-17,UK,4,N
ISL_479177,2020-03-25,UK,1,N
ISL_479223,2020-05-22,UK,4,N
ISL_479345,2020-05-30,UK,1,N
ISL_479372,2020-06-03,UK,4,N
ISL_479384,2020-05-08,UK,3,N
ISL_479435,2020-05-18,UK,5,N
ISL_479450,2020-06-03,UK,2,N
ISL_480357,2020-05-20,USA,5,N
ISL_480360,2020-05-21,USA,2,N
ISL_480857,2020-04-14,USA,1,N
ISL_481773,2020-05-06,UK,1,N
ISL_481826,2020-05-05,UK,4,N
ISL_481833,2020-04-25,UK,4,N
ISL_481913,2020-05-03,UK,2,N
ISL_481925,2020-05-04,UK,1,N
ISL_481930,2020-05-08,UK,5,N
ISL_481966,2020-04-16,UK,4,N
ISL_482089,2020-05-06,UK,1,N
ISL_482366,2020-04-21,USA,1,N
ISL_482406,2020-05-03,USA,1,N
ISL_482425,2020-05-12,USA,2,N
ISL_482426,2020-05-12,USA,1,N
ISL_482446,2020-04-18,USA,1,N
ISL_482456,2020-03-27,USA,1,N
ISL_482958,2020-05-19,USA,1,N
ISL_482979,2020-06-09,USA,2,N
ISL_483006,2020-03-20,USA,1,N
ISL_483180,2020-04-04,USA,1,N
ISL_483216,2020-05-05,USA,1,N
ISL_483219,2020-05-04,USA,2,N
ISL_483301,2020-03-29,USA,1,N
ISL_483316,2020-03-30,USA,1,N
ISL_483331,2020-05-06,USA,5,N
ISL_483374,2020-03-30,USA,1,N
ISL_483439,2020-03-31,USA,1,N
ISL_483490,2020-06-20,USA,1,N
ISL_483495,2020-06-22,USA,2,N
ISL_483523,2020-06-18,USA,4,N
ISL_483908,2020-06-07,UK,5,N
ISL_483967,2020-03-19,UK,1,N
ISL_484069,2020-03-27,UK,1,N
ISL_484126,2020-03-30,UK,4,N
ISL_484164,2020-03-31,UK,4,N
ISL_484229,2020-06-10,UK,4,N
ISL_484255,2020-06-08,UK,4,N
ISL_484258,2020-06-15,UK,7,N
ISL_484264,2020-05-17,UK,5,N
ISL_484269,2020-05-13,UK,4,N
ISL_484293,2020-05-01,UK,4,N
ISL_484331,2020-06-15,UK,4,N
ISL_484433,2020-06-18,UK,4,N
ISL_484461,2020-06-09,UK,4,N
ISL_484645,2020-04-18,UK,4,N
ISL_484649,2020-04-18,UK,1,N
ISL_484652,2020-04-22,UK,2,N
ISL_484680,2020-05-18,UK,1,N
ISL_484685,2020-06-26,UK,5,N
ISL_484851,2020-06-12,USA,1,N
ISL_484856,2020-06-18,USA,1,N
ISL_484862,2020-06-01,USA,2,N
ISL_484909,2020-06-24,USA,1,N
ISL_484929,2020-06-25,USA,2,N
ISL_484954,2020-06-23,USA,2,N
ISL_484965,2020-06-20,USA,1,N
ISL_485054,2020-04-24,USA,1,N
ISL_485134,2020-04-18,USA,1,N
ISL_485160,2020-04-16,USA,1,N
ISL_485167,2020-04-16,USA,1,N
ISL_485194,2020-04-15,USA,1,N
ISL_485198,2020-04-15,USA,1,N
ISL_485276,2020-04-11,USA,1,N
ISL_485604,2020-02-24,UK,1,N
ISL_485606,2020-06-02,UK,1,N
ISL_485868,2020-03-17,USA,1,N
ISL_485881,2020-04-21,USA,2,N
ISL_485882,2020-04-21,USA,1,N
ISL_485977,2020-03-24,USA,1,N
ISL_485981,2020-03-30,USA,1,N
ISL_486003,2020-03-29,USA,1,N
ISL_486060,2020-03-26,USA,1,N
ISL_486066,2020-03-27,USA,1,N
ISL_486093,2020-03-11,USA,1,N
ISL_486161,2020-04-27,USA,4,N
ISL_486228,2020-05-06,USA,1,N
ISL_486232,2020-05-06,USA,1,N
ISL_486270,2020-05-01,USA,4,N
ISL_486294,2020-04-21,USA,1,N
ISL_486304,2020-04-22,USA,1,N
ISL_487246,2020-05-12,USA,1,N
ISL_487251,2020-05-13,USA,2,N
ISL_487554,2020-05-19,UK,5,N
ISL_487579,2020-05-20,UK,5,N
ISL_487659,2020-04-28,UK,1,N
ISL_487962,2020-04-04,UK,2,N
ISL_487980,2020-04-13,UK,3,N
ISL_488030,2020-04-22,UK,1,N
ISL_488031,2020-04-22,UK,1,N
ISL_488060,2020-04-24,UK,4,N
ISL_488091,2020-05-05,UK,4,N
ISL_488113,2020-05-11,UK,4,N
ISL_488119,2020-04-28,UK,1,N
ISL_488134,2020-05-12,UK,4,N
ISL_488237,2020-04-13,UK,2,N
ISL_488294,2020-04-24,UK,1,N
ISL_488349,2020-03-09,UK,1,N
ISL_488387,2020-04-20,UK,1,N
ISL_488388,2020-02-29,UK,1,N
ISL_488404,2020-03-30,UK,1,N
ISL_488429,2020-04-22,UK,4,N
ISL_488466,2020-03-12,UK,5,N
ISL_488725,2020-03-24,UK,1,N
ISL_488739,2020-03-25,UK,4,N
ISL_488805,2020-03-18,UK,1,N
ISL_488810,2020-03-20,UK,1,N
ISL_488840,2020-05-13,UK,4,N
ISL_488908,2020-04-07,UK,2,N
ISL_488943,2020-03-27,UK,1,N
ISL_489009,2020-04-06,UK,1,N
ISL_489068,2020-05-05,UK,6,N
ISL_489093,2020-05-19,UK,4,N
ISL_489115,2020-05-29,UK,5,N
ISL_489130,2020-05-05,UK,4,N
ISL_489191,2020-04-16,UK,4,N
ISL_489261,2020-05-03,UK,4,N
ISL_489302,2020-05-01,UK,4,N
ISL_489307,2020-04-20,UK,5,N
ISL_489337,2020-04-27,UK,4,N
ISL_489343,2020-05-02,UK,4,N
ISL_489463,2020-04-21,UK,1,N
ISL_489484,2020-04-23,UK,4,N
ISL_489522,2020-04-23,UK,1,N
ISL_489928,2020-06-26,USA,1,N
ISL_489949,2020-07-06,USA,2,N
ISL_490225,2020-06-18,UK,1,N
ISL_490338,2020-06-19,UK,4,N
ISL_490355,2020-06-16,UK,7,N
ISL_490397,2020-06-28,UK,4,N
ISL_490638,2020-05-05,UK,4,N
ISL_490677,2020-04-10,UK,1,N
ISL_490702,2020-06-27,UK,5,N
ISL_490704,2020-07-03,UK,5,N
ISL_490708,2020-07-03,UK,5,N
ISL_490777,2020-05-11,UK,4,N
ISL_490792,2020-05-14,UK,5,N
ISL_491028,2020-03-27,USA,1,N
ISL_491394,2020-06-29,USA,1,N
ISL_491509,2020-04-24,UK,1,N
